LotFrontage,LotArea,OverallQuality,OverallConditions,YearBuilt,YearRemodel,MasonryVeneerArea,ExteriorQuality,BasementQuality,BasementCondition,BasementExposure,BasementFinishedType1Area,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,AboveGroundLivingArea,BasementFullBathrooms,FullBathrooms,HalfBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQuality,TotalRoomsAboveGround,Fireplaces,FireplaceQuality,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQuality,GarageCondition,PavedDrive,WoodDeckSF,PoolArea,PoolQuality,SalePrice,TotalUsedArea,NonbuiltArea,IsDuplex,RemodelAge,FireplacesLivingAreaRatio,BedroomsBathroomsRatio,HouseAge,PercentFrontage,ImpactView,RoomsMeanSize,RegularRooms,GarageAreaPerCars,GarageAreaQuality,BasementAreaQuality,LivingAreaQuality,DwellingType,ZoneType,Street,Alley,LotShape,Flatness,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BuildingType,HouseStyle,RoofStyle,RoofMaterial,Exterior1st,Exterior2nd,MasonryVeneerType,Foundation,BasementFinishedType1,BasementFinishedType2,Heating,Electrical,Functional,GarageType,Fence,MiscFeature,SaleType,SaleCondition
67,4853,5,6,1924,1999,203,2,3,3,2,133,974,1107,1,0,1296,0,1296,0,2,0,2,1,1,5,1,4,1979,1,1,260,3,3,2,0,0,0,,2663,3297,0,11,7.716049382716049E-4,1.0,86,0.013805893261899856,0.08283535957139913,259.2,2,260.0,780,3321,6480,1-STORY 1945 & OLDER,Residential Low Density,Paved,Not Alley Access,Regular,Banked,All public Utilities,Inside,Gentle,SWISU,Artery,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Metal Siding,Vinyl Siding,Brick Face,Brick & Tile,Average Rec Room,Unfinshed,GasA,FuseA,Typ,Detchd,Minimum Privacy,None,WD,Normal Sale
0,7890,6,6,1939,1950,0,2,3,3,1,238,618,856,2,1,856,0,856,1,1,0,2,1,2,4,1,4,1939,1,2,399,3,3,2,0,0,0,,2111,6635,0,60,0.0011682242990654205,2.0,71,0.0,0.0,214.0,1,199.5,1197,2568,5136,1-STORY 1945 & OLDER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,SWISU,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,Cinder Block,Average Rec Room,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Normal Sale
60,7200,4,6,1967,1967,0,2,0,0,0,0,0,0,2,1,862,1788,2650,0,3,0,6,2,2,10,0,0,0,0,0,0,0,0,2,0,0,0,,2650,6338,1,43,0.0,2.0,43,0.008333333333333333,0.05,265.0,2,0.0,0,0,10600,DUPLEX - ALL STYLES AND AGES,Residential High Density,Paved,Paved,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SWISU,Norm,Norm,Duplex,2Story,Flat,Gravel & Tar,Plywood,Cinder Block,NA,Slab,No Basement,No Basement,GasA,SBrkr,Min2,NA,No Fance,Shed,WD,Normal Sale
51,9839,5,2,1931,1950,0,2,3,2,1,0,894,894,4,1,894,772,1666,1,1,0,3,1,2,7,1,4,0,0,0,0,0,0,0,0,0,0,,2560,8945,1,60,6.002400960384153E-4,3.0,79,0.005183453603008436,0.010366907206016872,238.0,3,0.0,0,2682,8330,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SWISU,Feedr,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,NA,No Fance,None,WD,Normal Sale
78,10452,7,6,1941,1985,371,3,4,3,1,426,850,1528,4,1,1225,908,2133,1,1,1,4,1,2,8,2,3,1941,1,1,312,3,3,2,0,0,0,,3973,8915,1,25,9.376465072667605E-4,2.0,69,0.007462686567164179,0.04477611940298507,266.625,3,312.0,936,6112,14931,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Crawfor,Norm,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Wood Siding,Wood Siding,Brick Face,Brick & Tile,Average Living Quarters,Below Average Living Quarters,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
78,15600,5,6,1950,1991,430,2,3,3,1,375,657,1032,4,1,1102,1075,2177,0,2,1,5,2,2,11,0,0,1950,1,2,484,3,3,2,0,0,0,,3693,14014,1,19,0.0,1.6666666666666667,60,0.005,0.03,197.9090909090909,4,242.0,1452,3096,10885,DUPLEX - ALL STYLES AND AGES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Crawfor,Norm,Norm,Duplex,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,Cinder Block,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Normal Sale
85,19645,7,6,1994,2007,44,2,4,3,1,343,80,423,4,1,896,756,1652,1,2,1,3,1,3,6,0,0,1994,2,2,473,3,3,2,0,0,0,,2548,18276,1,3,0.0,1.0,16,0.004326800712649529,0.025960804275897177,275.3333333333333,2,236.5,1419,1692,11564,SPLIT OR MULTI-LEVEL,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,FR2,Gentle,Crawfor,Norm,Norm,Single-family Detached,SLvl,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,BuiltIn,No Fance,None,WD,Normal Sale
35,3907,8,6,1989,1989,0,3,4,3,4,747,235,982,3,1,1034,0,1034,1,1,0,1,1,3,4,1,3,1989,3,2,598,3,3,2,141,0,0,,2614,2275,0,21,9.671179883945841E-4,1.0,21,0.008958280010238035,0.05374968006142821,258.5,2,299.0,1794,3928,8272,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,Paved,Not Alley Access,Slightly irregular,Hillside,All public Utilities,Inside,Moderate,Blueste,Norm,Norm,Townhouse End Unit,1Story,Gable,Two-family Conversion,Hard Board,Hard Board,NA,Cinder Block,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
35,3907,8,5,1989,1989,0,3,4,3,3,76,1115,1191,3,1,1191,0,1191,0,2,0,2,1,3,5,1,3,1989,1,2,531,3,3,2,112,0,0,,2913,2185,0,21,8.396305625524769E-4,1.0,21,0.008958280010238035,0.04479140005119017,238.2,2,265.5,1593,4764,9528,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,Paved,Not Alley Access,Slightly irregular,Hillside,All public Utilities,Inside,Moderate,Blueste,Norm,Norm,Townhouse End Unit,1Story,Gable,Two-family Conversion,Hard Board,Hard Board,NA,Cinder Block,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
58,8154,2,5,1941,1950,0,2,3,3,1,480,0,480,2,1,540,0,540,0,1,0,1,1,2,4,0,0,1951,1,1,200,2,2,0,0,0,0,,1220,7414,0,60,0.0,1.0,69,0.0071130733382389014,0.035565366691194505,135.0,2,200.0,400,1440,1080,1-STORY 1945 & OLDER,Residential Medium Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,Brick & Tile,Below Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,ConLw,Normal Sale
50,9140,6,5,1921,1975,0,2,3,3,2,308,321,629,1,1,727,380,1107,0,1,0,2,1,2,5,0,0,1950,1,1,625,3,3,2,0,0,0,,2361,7788,1,35,0.0,2.0,89,0.005470459518599562,0.02735229759299781,221.4,2,625.0,1875,1887,6642,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,Paved,Not Alley Access,Regular,Hillside,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,Brick & Tile,Below Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Detchd,Minimum Privacy,None,COD,Normal Sale
66,8712,4,7,1896,1950,0,1,3,3,1,0,756,756,3,1,952,0,952,0,1,0,3,1,2,5,0,0,1896,2,1,330,3,3,0,0,0,0,,2038,7430,0,60,0.0,3.0,114,0.007575757575757576,0.05303030303030303,190.4,1,330.0,990,2268,3808,1-STORY 1945 & OLDER,Commercial,Grovel,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1Story,Hip,Two-family Conversion,Wood Siding,Wood Siding,NA,Cinder Block,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Allocation
44,3811,8,5,2004,2005,186,3,5,3,4,1373,221,1594,4,1,1646,0,1646,1,2,0,2,1,3,5,1,4,2004,3,2,525,3,3,2,128,0,0,,3765,1640,0,5,6.075334143377885E-4,1.0,6,0.011545526108632905,0.05772763054316453,329.2,2,262.5,1575,7970,13168,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,Paved,Not Alley Access,Slightly irregular,Hillside,All public Utilities,Corner,Moderate,Crawfor,Artery,Norm,Townhouse End Unit,1Story,Hip,Two-family Conversion,Cement Board,Cement Board,Stone,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
85,11050,8,5,1998,1999,0,3,4,3,1,615,434,1049,4,1,1036,880,1916,1,2,1,3,1,3,8,1,3,1998,1,3,741,3,3,2,0,0,0,,3706,9273,1,11,5.219206680584551E-4,1.0,12,0.007692307692307693,0.038461538461538464,239.5,4,247.0,2223,4196,15328,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Mitchel,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
74,9620,6,7,1977,1977,0,2,3,3,1,679,564,1243,2,1,1285,0,1285,0,2,0,3,1,3,6,1,2,1977,1,2,473,3,3,2,375,0,0,,3001,7862,0,33,7.782101167315176E-4,1.5,33,0.007692307692307693,0.05384615384615385,214.16666666666666,2,236.5,1419,3729,7710,SPLIT OR MULTI-LEVEL,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Mitchel,Norm,Norm,Single-family Detached,SLvl,Gable,Two-family Conversion,Plywood,Plywood,NA,Cinder Block,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,Good Privacy,Shed,WD,Normal Sale
0,12760,6,5,1976,1976,0,2,3,3,1,0,1958,1958,2,1,2048,0,2048,0,3,0,5,2,2,9,0,0,1976,1,2,776,3,3,2,0,0,0,,4782,9936,0,34,0.0,1.6666666666666667,34,0.0,0.0,227.55555555555554,2,388.0,2328,5874,12288,DUPLEX - ALL STYLES AND AGES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Mitchel,Norm,Norm,Duplex,1Story,Gable,Two-family Conversion,Plywood,Plywood,NA,Cinder Block,Unfinshed,Unfinshed,GasA,SBrkr,Typ,2Types,No Fance,None,ConLD,Normal Sale
88,11896,7,5,2008,2008,60,3,4,3,1,78,1258,1336,4,1,1346,0,1346,1,2,0,3,1,3,6,1,3,2008,3,3,660,3,3,2,100,0,0,,3342,9890,0,2,7.429420505200594E-4,1.5,2,0.007397444519166106,0.03698722259583053,224.33333333333334,2,220.0,1980,5344,9422,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,Timber,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
73,9803,7,5,2009,2010,0,3,4,3,1,0,1214,1214,4,1,1214,0,1214,0,2,0,2,1,3,6,0,0,2010,2,2,520,3,3,2,0,0,0,,2948,8069,0,0,0.0,1.0,1,0.0074466999897990415,0.037233499948995205,202.33333333333334,3,260.0,1560,4856,8498,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Timber,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,New,Partial
73,9802,5,5,2006,2007,0,2,4,3,1,0,384,384,3,1,744,700,1444,0,2,1,3,1,2,7,0,0,2007,3,2,400,3,3,2,100,0,0,,2228,8658,1,3,0.0,1.0,4,0.007447459702101612,0.03723729851050806,206.28571428571428,3,200.0,1200,1536,7220,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Timber,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,BuiltIn,No Fance,None,WD,Normal Sale
85,15300,5,5,1965,1977,0,2,3,3,1,42,1026,1068,2,1,1264,0,1264,1,1,0,2,1,2,7,1,3,1965,1,2,528,3,3,2,0,0,0,,2860,13508,0,33,7.911392405063291E-4,2.0,45,0.005555555555555556,0.02777777777777778,180.57142857142858,4,264.0,1584,3204,6320,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Banked,All public Utilities,Inside,Gentle,Mitchel,Norm,Norm,Single-family Detached,1Story,Hip,Two-family Conversion,Plywood,Hard Board,NA,Cinder Block,Average Rec Room,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
93,10114,5,5,2004,2005,0,2,5,3,3,0,1430,1430,4,1,1430,0,1430,0,2,0,3,1,3,7,0,0,2004,2,2,624,3,3,2,0,0,0,,3484,8060,0,5,0.0,1.5,6,0.009195175004943643,0.04597587502471821,204.28571428571428,3,312.0,1872,7150,7150,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Mitchel,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
0,11875,5,5,1999,1999,0,2,4,3,1,0,1344,1344,4,1,1344,0,1344,0,2,0,3,1,2,7,1,4,2001,1,2,686,3,3,2,328,0,0,,3374,9845,0,11,7.44047619047619E-4,1.5,11,0.0,0.0,192.0,3,343.0,2058,5376,6720,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Mitchel,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
31,2394,5,6,1973,1973,0,2,4,3,4,915,30,945,4,1,945,0,945,1,1,0,2,1,2,5,1,1,1973,2,1,253,3,3,2,174,0,0,,2143,1196,0,37,0.0010582010582010583,2.0,37,0.012949039264828738,0.07769423558897243,189.0,2,253.0,759,3780,4725,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,Paved,Not Alley Access,Regular,Depression,All public Utilities,Inside,Moderate,MeadowV,Norm,Norm,Townhouse Inside Unit,1Story,Gable,Two-family Conversion,Cement Board,Cement Board,NA,Cinder Block,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
21,1476,4,7,1970,1970,0,2,3,3,1,176,370,546,4,1,546,546,1092,0,1,1,3,1,2,5,0,0,0,0,0,0,0,0,2,200,0,0,,1638,930,1,40,0.0,1.5,40,0.014227642276422764,0.09959349593495935,218.4,1,0.0,0,1638,4368,2-STORY PUD - 1946 & NEWER,Residential Medium Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,MeadowV,Norm,Norm,Townhouse Inside Unit,2Story,Gable,Two-family Conversion,Cement Board,Cement Board,NA,Cinder Block,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,NA,No Fance,None,WD,Normal Sale
21,1900,4,4,1970,1970,0,2,3,3,1,0,546,546,4,1,546,546,1092,0,1,1,3,1,2,5,0,0,0,0,0,0,0,0,2,0,0,0,,1638,1354,1,40,0.0,1.5,40,0.011052631578947368,0.04421052631578947,218.4,1,0.0,0,1638,4368,2-STORY PUD - 1946 & NEWER,Residential Medium Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,MeadowV,Norm,Norm,Townhouse End Unit,2Story,Gable,Two-family Conversion,Cement Board,Cement Board,NA,Cinder Block,Unfinshed,Unfinshed,GasA,SBrkr,Typ,NA,No Fance,None,WD,Normal Sale
21,1890,4,6,1972,1972,0,2,3,3,1,294,252,546,2,1,546,546,1092,0,1,1,3,1,2,5,0,0,1972,1,1,286,3,3,2,0,0,0,,1924,1058,1,38,0.0,1.5,38,0.011111111111111112,0.06666666666666667,218.4,1,286.0,858,1638,4368,2-STORY PUD - 1946 & NEWER,Residential Medium Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,MeadowV,Norm,Norm,Townhouse End Unit,2Story,Gable,Two-family Conversion,Cement Board,Cement Board,NA,Cinder Block,Average Rec Room,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
50,6953,5,7,1971,2004,0,2,3,3,1,469,395,864,4,1,874,0,874,0,1,0,3,1,2,5,0,0,1971,1,1,352,3,3,2,0,0,0,,2090,5727,0,6,0.0,3.0,39,0.0071911405148856605,0.050337983604199624,174.8,1,352.0,1056,2592,4370,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Mitchel,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Cinder Block,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,ConLD,Normal Sale
76,12887,5,7,1984,1984,0,2,4,3,2,207,36,833,2,1,833,0,833,1,1,0,2,1,3,5,0,0,1984,1,2,495,3,3,2,431,0,0,,2161,11559,0,26,0.0,2.0,26,0.00589741600062078,0.04128191200434546,166.6,2,247.5,1485,3332,4165,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Mitchel,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Cinder Block,Average Rec Room,Good Living Quarters,GasA,SBrkr,Typ,Attchd,Minimum Privacy,None,WD,Normal Sale
70,7700,5,2,1985,1986,0,2,3,3,1,0,1216,1216,3,1,1216,1216,2432,0,4,2,4,2,2,10,0,0,1985,1,2,616,3,2,2,200,0,0,,4264,5868,1,24,0.0,0.6666666666666666,25,0.00909090909090909,0.01818181818181818,243.2,4,308.0,1848,3648,12160,DUPLEX - ALL STYLES AND AGES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Mitchel,Norm,Norm,Duplex,2Story,Gable,Two-family Conversion,Hard Board,Hard Board,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,Shed,WD,Normal Sale
63,10475,5,5,1991,1991,0,2,4,3,1,458,166,624,3,1,624,650,1274,0,1,1,3,1,2,6,0,0,1993,1,2,576,3,3,2,22,0,0,,2474,9275,1,19,0.0,1.5,19,0.006014319809069212,0.03007159904534606,212.33333333333334,2,288.0,1728,2496,6370,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Mitchel,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Hard Board,Hard Board,NA,Poured Contrete,Average Rec Room,Unfinshed,GasA,SBrkr,Typ,Detchd,Good Wood,None,WD,Normal Sale
68,10544,5,5,1969,1969,0,2,3,3,3,476,388,864,2,1,864,615,1479,0,2,0,5,1,2,8,0,0,1969,3,1,275,3,3,2,287,0,0,,2618,9405,1,41,0.0,2.5,41,0.006449165402124431,0.032245827010622154,184.875,2,275.0,825,2592,7395,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Moderate,Mitchel,Norm,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Hard Board,Hard Board,NA,Cinder Block,Below Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
76,9892,8,5,1994,1995,0,3,4,4,4,1341,54,1679,4,1,1803,0,1803,1,2,1,3,1,3,6,2,3,1994,1,2,482,3,3,2,129,0,0,,3964,7607,0,15,0.0011092623405435386,1.0,16,0.007682976142337242,0.03841488071168621,300.5,2,241.0,1446,6716,14424,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Moderate,Mitchel,Norm,Norm,Single-family Detached,1Story,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Good Living Quarters,Low Quality,GasA,SBrkr,Typ,Attchd,Good Wood,None,WD,Normal Sale
74,12961,6,5,1993,1994,0,3,4,3,2,944,208,1152,4,1,1152,645,1797,1,2,1,3,1,3,7,1,2,1993,3,2,616,3,3,2,162,0,0,,3565,11193,1,16,5.564830272676684E-4,1.0,17,0.005709436000308618,0.02854718000154309,256.7142857142857,3,308.0,1848,4608,10782,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Mitchel,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
74,13008,6,5,1956,1956,0,2,2,2,1,564,318,882,2,1,882,0,882,0,1,0,2,1,2,5,0,0,1956,1,1,502,3,3,2,0,0,0,,2266,11624,0,53,0.0,2.0,53,0.005688806888068881,0.028444034440344403,176.4,2,502.0,1506,1764,5292,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,Cinder Block,Average Rec Room,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
85,10200,6,5,1974,1974,440,2,3,3,1,844,590,1434,2,1,1434,0,1434,1,2,0,4,1,2,7,1,4,1974,2,2,528,3,3,2,80,0,0,,3396,8238,0,35,6.97350069735007E-4,2.0,35,0.008333333333333333,0.041666666666666664,204.85714285714286,2,264.0,1584,4302,8604,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,Hip,Two-family Conversion,Plywood,Plywood,Brick Face,Cinder Block,Low Quality,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
88,10179,6,5,1997,1997,0,2,4,3,1,847,98,945,4,1,945,663,1608,0,2,1,3,1,2,7,1,3,1997,3,2,470,3,3,2,252,0,0,,3023,8764,1,12,6.218905472636816E-4,1.0,12,0.00864525002456037,0.043226250122801846,229.71428571428572,3,235.0,1410,3780,9648,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
0,11792,8,5,2003,2003,188,3,4,3,4,850,158,1008,4,1,1008,1275,2283,0,2,1,4,1,3,9,1,4,2003,3,3,632,3,3,2,120,0,0,,3923,10152,1,6,4.380201489268506E-4,1.3333333333333333,6,0.0,0.0,253.66666666666666,4,210.66666666666666,1896,4032,18264,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,BuiltIn,No Fance,None,WD,Normal Sale
60,8400,7,5,1996,1997,32,2,4,3,1,284,100,384,3,1,958,670,1628,0,2,1,3,1,2,7,1,3,1996,3,2,390,3,3,2,48,0,0,,2402,7052,1,12,6.142506142506142E-4,1.0,13,0.007142857142857143,0.03571428571428571,232.57142857142858,3,195.0,1170,1536,11396,SPLIT OR MULTI-LEVEL,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,Norm,Norm,Single-family Detached,SLvl,Gable,Two-family Conversion,Hard Board,Hard Board,Brick Face,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,BuiltIn,No Fance,Shed,WD,Normal Sale
28,7296,8,5,2004,2005,0,3,5,3,3,1965,243,2208,4,1,2522,0,2522,1,2,0,1,1,3,8,1,4,2004,3,2,564,3,3,2,182,0,0,,5294,4210,0,4,3.965107057890563E-4,0.5,5,0.003837719298245614,0.019188596491228067,315.25,6,282.0,1692,11040,20176,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,StoneBr,Norm,Norm,Townhouse End Unit,1Story,Gable,Two-family Conversion,Cement Board,Cement Board,NA,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
61,7380,8,5,1998,1998,0,2,4,3,3,341,1077,1418,4,1,1478,0,1478,1,2,0,2,1,2,5,0,0,1998,3,2,495,3,3,2,168,0,0,,3391,5407,0,11,0.0,1.0,11,0.008265582655826558,0.041327913279132794,295.6,2,247.5,1485,5672,11824,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,StoneBr,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Cement Board,Cement Board,NA,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
