LotFrontage,LotArea,OverallQuality,OverallConditions,YearBuilt,YearRemodel,MasonryVeneerArea,ExteriorQuality,BasementQuality,BasementCondition,BasementExposure,BasementFinishedType1Area,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,AboveGroundLivingArea,BasementFullBathrooms,FullBathrooms,HalfBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQuality,TotalRoomsAboveGround,Fireplaces,FireplaceQuality,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQuality,GarageCondition,PavedDrive,WoodDeckSF,PoolArea,PoolQuality,SalePrice,TotalUsedArea,NonbuiltArea,IsDuplex,RemodelAge,FireplacesLivingAreaRatio,BedroomsBathroomsRatio,HouseAge,PercentFrontage,ImpactView,RoomsMeanSize,RegularRooms,GarageAreaPerCars,GarageAreaQuality,BasementAreaQuality,LivingAreaQuality,DwellingType,ZoneType,Street,Alley,LotShape,Flatness,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BuildingType,HouseStyle,RoofStyle,RoofMaterial,Exterior1st,Exterior2nd,MasonryVeneerType,Foundation,BasementFinishedType1,BasementFinishedType2,Heating,Electrical,Functional,GarageType,Fence,MiscFeature,SaleType,SaleCondition
65,8200,7,5,2003,2004,0,3,4,3,1,0,847,847,4,1,847,1081,1928,0,2,1,4,1,3,8,1,4,2003,3,2,434,3,3,2,100,0,0,219500,3209,6919,1,3,5.186721991701245E-4,1.3333333333333333,4,0.007926829268292683,0.039634146341463415,241.0,3,217.0,1302,3388,13496,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,CollgCr,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,BuiltIn,No Fance,None,WD,Normal Sale
0,10020,1,1,1922,1950,0,1,2,1,4,350,333,683,3,0,904,0,904,1,0,1,1,1,1,4,0,0,0,0,0,0,0,0,2,0,0,0,61000,1587,9116,0,59,0.0,1.0,87,0.0,0.0,226.0,2,0.0,0,1366,904,1-STORY 1945 & OLDER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Depression,All public Utilities,Inside,Severe,Edwards,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,Brick & Tile,Below Average Living Quarters,Unfinshed,GasA,FuseA,Maj1,NA,No Fance,None,WD,Normal Sale
57,8846,5,5,1996,1996,0,3,4,3,3,298,572,870,4,1,914,0,914,0,1,0,2,1,2,5,0,0,1998,1,2,576,3,3,2,0,0,0,148000,2360,7356,0,10,0.0,2.0,10,0.006443590323309971,0.032217951616549854,182.8,2,288.0,1728,3480,4570,SPLIT FOYER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,CollgCr,Norm,Norm,Single-family Detached,SFoyer,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Normal Sale
102,11143,8,5,2004,2005,0,3,4,3,1,0,1580,1580,4,1,1580,886,2466,0,3,0,4,1,3,8,1,4,2004,2,2,610,3,3,2,159,0,0,340000,4656,8953,1,2,4.0551500405515005E-4,1.3333333333333333,3,0.00915372879834874,0.0457686439917437,308.25,3,305.0,1830,6320,19728,2-STORY 1946 & NEWER,Floating Village Residential,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,Somerst,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Cement Board,Cement Board,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
88,11394,9,2,2010,2010,350,3,5,3,3,1445,411,1856,4,1,1856,0,1856,1,1,1,1,1,4,8,1,5,2010,3,3,834,3,3,2,113,0,0,394432,4546,8704,0,0,5.387931034482759E-4,0.5,0,0.007723363173600141,0.015446726347200282,232.0,6,278.0,2502,9280,16704,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,StoneBr,Norm,Norm,Single-family Detached,1Story,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,New,Partial
60,8123,6,5,2000,2000,16,2,4,3,1,0,982,982,4,1,1007,793,1800,0,2,1,3,1,2,7,1,3,2000,3,2,463,3,3,2,100,0,0,179000,3245,6653,1,9,5.555555555555556E-4,1.0,9,0.00738643358365136,0.0369321679182568,257.14285714285717,3,231.5,1389,3928,10800,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,RRAn,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
50,5000,5,6,1924,1950,0,2,3,3,1,218,808,1026,2,1,1026,665,1691,0,2,0,3,1,3,6,1,4,1924,1,1,308,3,3,2,0,0,0,127000,3025,3666,1,60,5.913660555884093E-4,1.5,86,0.01,0.06,281.8333333333333,2,308.0,924,3078,8455,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,Paved,Paved,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SWISU,Norm,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Brick Face,Wood Siding,NA,Brick & Tile,Low Quality,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Normal Sale
60,7200,7,5,2006,2006,0,3,4,4,1,0,1293,1293,4,1,1301,0,1301,1,2,0,2,1,3,5,1,4,2006,2,2,572,3,3,2,216,0,0,187750,3166,5327,0,0,7.686395080707148E-4,1.0,0,0.008333333333333333,0.041666666666666664,260.2,2,286.0,1716,5172,9107,1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,Paved,Paved,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,New,Partial
79,9245,7,5,2006,2006,0,3,4,3,3,0,939,939,4,1,939,858,1797,0,2,1,3,1,3,8,0,0,2006,2,2,639,3,3,2,144,0,0,213500,3375,7667,1,1,0.0,1.0,1,0.008545159545700379,0.042725797728501894,224.625,4,319.5,1917,3756,12579,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,CollgCr,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
60,9000,6,3,1928,1950,0,2,2,2,1,0,784,784,2,0,784,0,784,0,1,0,2,1,2,5,0,0,1950,1,2,360,2,2,0,0,0,0,76000,1928,7856,0,59,0.0,2.0,81,0.006666666666666667,0.02,156.8,2,180.0,720,1568,4704,1-1/2 STORY - UNFINISHED ALL AGES,Residential High Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,SawyerW,Norm,Norm,Single-family Detached,1.5Unf,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,Brick & Tile,Unfinshed,Unfinshed,GasA,FuseA,Typ,Detchd,No Fance,None,WD,Normal Sale
0,53107,6,5,1992,1992,0,3,4,3,3,985,595,1580,4,1,1079,874,1953,1,2,1,3,1,3,9,2,2,1992,3,2,501,3,3,2,216,0,0,240000,4034,51527,1,15,0.0010240655401945725,1.0,15,0.0,0.0,217.0,5,250.5,1503,6320,11718,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Moderately Irregular,Depression,All public Utilities,Corner,Moderate,ClearCr,Feedr,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Hard Board,Hard Board,NA,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
43,3182,8,5,2004,2005,16,3,4,3,1,24,1232,1256,4,1,1269,0,1269,0,2,0,2,1,3,6,1,3,2004,3,2,430,3,3,2,146,0,0,192000,2955,1483,0,5,7.880220646178094E-4,1.0,6,0.013513513513513514,0.06756756756756757,211.5,3,215.0,1290,5024,10152,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Blmngtn,Norm,Norm,Townhouse End Unit,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
58,8410,5,3,1910,1996,0,2,3,3,1,0,658,658,2,1,658,526,1184,0,1,0,5,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,81000,1842,7752,1,10,0.0,5.0,96,0.006896551724137931,0.020689655172413793,148.0,2,0.0,0,1974,5920,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,FR2,Gentle,Edwards,Feedr,Norm,Single-family Detached,1.5Fin,Gambrel,Two-family Conversion,Wood Siding,Vinyl Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,NA,No Fance,None,WD,Adjoining Land Purchase
72,7200,6,6,1976,1976,255,2,3,3,3,631,410,1041,4,1,1125,0,1125,1,1,0,3,1,2,6,1,2,1977,1,1,352,3,3,2,296,0,0,125000,2518,5723,0,33,8.888888888888889E-4,3.0,33,0.01,0.06,187.5,2,352.0,1056,3123,6750,SPLIT OR MULTI-LEVEL,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Single-family Detached,SLvl,Hip,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,Cinder Block,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Detchd,Good Wood,None,WD,Abnormal Sale
93,9382,7,5,1999,2000,125,3,4,3,1,0,1468,1468,4,1,1479,0,1479,0,2,0,3,1,3,6,0,0,1999,2,2,577,3,3,2,120,0,0,191000,3524,7326,0,8,0.0,1.5,9,0.009912598593050522,0.04956299296525261,246.5,2,288.5,1731,5872,10353,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,CollgCr,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
96,12474,10,5,2007,2008,272,4,5,3,3,1280,402,1682,4,1,1742,590,2332,1,2,1,3,1,4,9,1,5,2008,3,3,846,3,3,2,196,0,0,426000,4860,9886,1,0,4.288164665523156E-4,1.0,1,0.007696007696007696,0.03848003848003848,259.1111111111111,5,282.0,2538,8410,23320,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,BuiltIn,No Fance,None,New,Partial
50,8405,5,8,1900,1950,0,2,3,4,1,241,229,861,4,1,961,406,1367,1,1,0,4,1,2,7,0,0,1978,1,1,384,3,3,2,0,0,0,119000,2612,7060,1,58,0.0,4.0,108,0.00594883997620464,0.04759071980963712,195.28571428571428,2,384.0,1152,2583,6835,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,Paved,Grovel,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,Brick & Tile,Average Rec Room,Below Average Living Quarters,GasA,SBrkr,Typ,Detchd,Minimum Privacy,None,WD,Normal Sale
71,12209,6,5,2001,2002,0,2,5,3,1,690,114,804,4,1,804,1157,1961,1,2,1,3,1,3,7,1,3,2001,3,2,560,3,3,2,125,0,0,215000,3325,10845,1,7,5.099439061703213E-4,1.0,8,0.00581538209517569,0.029076910475878452,280.14285714285717,3,280.0,1680,4020,11766,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,Mitchel,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,BuiltIn,No Fance,None,WD,Normal Sale
0,8339,5,7,1959,1959,0,2,0,0,0,0,0,0,2,1,882,0,882,0,1,0,3,1,2,5,0,0,1959,2,1,294,3,3,2,0,0,0,106500,1176,7163,0,48,0.0,3.0,48,0.0,0.0,176.4,1,294.0,882,0,4410,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,Slab,No Basement,No Basement,GasA,SBrkr,Typ,Attchd,Minimum Privacy,Shed,WD,Normal Sale
0,7446,4,5,1941,1950,0,2,3,3,1,266,522,788,2,1,788,0,788,0,1,0,2,1,2,4,2,3,0,0,0,0,0,0,2,0,0,0,100000,1576,6658,0,56,0.0025380710659898475,2.0,65,0.0,0.0,197.0,1,0.0,0,2364,3152,1-STORY 1945 & OLDER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,BrkSide,Feedr,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Wood Shingles,Wood Shingles,NA,Cinder Block,Average Rec Room,Unfinshed,GasA,FuseA,Typ,NA,Good Wood,None,WD,Abnormal Sale
60,10134,5,6,1940,1950,0,2,3,3,1,0,735,735,3,1,735,299,1034,0,1,0,2,1,2,5,0,0,1940,1,1,240,3,3,2,0,0,0,109000,2009,9159,1,57,0.0,2.0,67,0.005920663114268798,0.035523978685612786,206.8,2,240.0,720,2205,5170,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,OldTown,Norm,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,Cinder Block,Unfinshed,Unfinshed,GasA,FuseA,Typ,Detchd,No Fance,None,WD,Normal Sale
68,9571,5,6,1956,1956,0,2,3,3,3,739,405,1144,2,1,1144,0,1144,1,1,0,3,1,2,6,0,0,1956,1,1,596,3,3,2,44,0,0,129000,2884,7831,0,54,0.0,3.0,54,0.007104795737122558,0.04262877442273535,190.66666666666666,2,596.0,1788,3432,5720,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,Cinder Block,Below Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
60,7200,5,5,1972,1972,0,2,3,3,3,777,117,894,2,1,894,0,894,0,1,0,2,1,2,6,0,0,1985,2,2,600,3,3,2,215,0,0,123000,2388,5706,0,37,0.0,2.0,37,0.008333333333333333,0.041666666666666664,149.0,3,300.0,1800,2682,4470,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Depression,All public Utilities,Inside,Gentle,CollgCr,Norm,Norm,Single-family Detached,1Story,Hip,Two-family Conversion,Metal Siding,Metal Siding,NA,Cinder Block,Average Rec Room,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Normal Sale
69,7590,5,5,1962,1962,288,2,3,3,1,540,324,864,2,1,876,936,1812,0,2,0,4,1,2,8,1,3,1962,2,1,264,3,3,2,0,0,0,169500,2940,6450,1,45,5.518763796909492E-4,2.0,45,0.00909090909090909,0.045454545454545456,226.5,3,264.0,792,2592,9060,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,PosN,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,Cinder Block,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
60,8967,5,2,1920,1950,0,2,2,1,1,0,961,961,3,1,1077,0,1077,0,1,0,2,1,2,6,0,0,1920,1,1,338,1,1,0,0,0,0,67000,2376,7552,0,57,0.0,2.0,87,0.006691201070592171,0.013382402141184342,179.5,3,338.0,338,1922,5385,1-STORY 1945 & OLDER,Residential Medium Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,Brick & Tile,Unfinshed,Unfinshed,GasA,Mix,Maj2,Detchd,No Fance,None,WD,Abnormal Sale
65,8125,7,5,2006,2007,100,3,4,3,1,812,280,1092,4,1,1112,438,1550,1,2,0,2,1,3,7,0,0,2007,3,2,438,3,3,2,0,0,0,241000,3080,6575,1,2,0.0,1.0,3,0.008,0.04,221.42857142857142,4,219.0,1314,4368,10850,2-STORY 1946 & NEWER,Floating Village Residential,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Cement Board,Cement Board,Stone,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
38,14963,8,5,1996,1996,0,3,4,3,1,786,474,1260,4,1,1288,0,1288,1,1,1,1,1,4,4,2,4,1996,3,2,500,3,3,2,120,0,0,245500,3048,13175,0,12,0.0015527950310559005,0.5,12,0.0025395976742631824,0.012697988371315912,322.0,2,250.0,1500,5040,10304,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Moderately Irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Veenker,Norm,Norm,Townhouse End Unit,1Story,Gable,Two-family Conversion,Brick Face,Brick Face,NA,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
65,8767,7,5,2005,2005,0,3,4,3,3,24,1286,1310,4,1,1310,0,1310,0,2,0,3,1,3,6,1,4,2005,3,2,400,3,3,2,0,0,0,164990,3020,7057,0,1,7.633587786259542E-4,1.5,1,0.007414166761720087,0.037070833808600434,218.33333333333334,2,200.0,1200,5240,9170,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,CollgCr,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,New,Partial
60,10200,5,8,1940,1997,0,2,3,3,1,0,672,672,4,1,672,0,672,0,1,0,2,1,2,4,0,0,1940,1,1,240,3,3,0,168,0,0,108000,1584,9288,0,11,0.0,2.0,68,0.0058823529411764705,0.047058823529411764,168.0,1,240.0,720,2016,3360,1-STORY 1945 & OLDER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Detchd,Good Privacy,None,WD,Normal Sale
93,12090,8,5,1998,1998,650,3,4,3,1,0,1141,1141,3,1,1165,1098,2263,0,2,1,4,1,3,10,1,3,1998,3,2,420,3,3,2,144,0,0,258000,3824,10505,1,8,4.418912947414936E-4,1.3333333333333333,8,0.007692307692307693,0.038461538461538464,226.3,5,210.0,1260,4564,18104,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NoRidge,Norm,Norm,Single-family Detached,2Story,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,BuiltIn,No Fance,None,WD,Abnormal Sale
0,10364,6,5,1995,1996,0,2,4,3,1,0,806,806,3,1,806,766,1572,0,2,1,3,1,2,7,1,3,1995,3,2,373,3,3,2,0,0,0,168000,2751,9185,1,11,6.361323155216285E-4,1.0,12,0.0,0.0,224.57142857142858,3,186.5,1119,3224,9432,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,BuiltIn,No Fance,None,WD,Normal Sale
0,9991,4,4,1976,1993,0,2,3,3,1,1116,165,1281,4,1,1620,0,1620,1,2,0,3,1,2,8,1,3,1993,1,2,490,3,3,2,120,0,0,150000,3391,7881,0,16,6.172839506172839E-4,1.5,33,0.0,0.0,202.5,4,245.0,1470,3843,6480,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,Sawyer,Feedr,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Plywood,Plywood,NA,Cinder Block,Below Average Living Quarters,Unfinshed,GasA,SBrkr,Min1,Attchd,Good Wood,None,WD,Normal Sale
51,10480,6,5,1936,1950,0,2,3,3,1,0,1064,1064,4,1,1166,0,1639,0,1,0,3,1,2,6,0,0,1936,1,1,240,3,3,2,0,0,0,115000,2943,8601,0,58,0.0,3.0,72,0.004866412213740458,0.02433206106870229,273.1666666666667,2,240.0,720,3192,9834,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SWISU,Norm,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,Brick & Tile,Unfinshed,Unfinshed,GasA,FuseA,Maj2,Detchd,No Fance,None,WD,Normal Sale
63,15576,6,7,1915,1976,0,2,4,3,1,0,840,840,4,1,840,840,1680,0,2,0,4,1,2,8,0,0,1960,1,1,308,3,3,2,0,0,0,177000,2828,14428,1,32,0.0,2.0,93,0.004044684129429892,0.028312788906009245,210.0,3,308.0,924,3360,10080,2-STORY 1945 & OLDER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Crawfor,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Wood Siding,Plywood,NA,Brick & Tile,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
109,14154,7,5,2006,2006,350,3,5,4,1,0,1063,1063,4,1,1071,1101,2172,0,2,1,3,1,3,9,1,4,2006,2,3,947,3,3,2,192,0,0,280000,4182,12136,1,1,4.6040515653775324E-4,1.0,1,0.0077010032499646745,0.03850501624982337,241.33333333333334,5,315.6666666666667,2841,5315,15204,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NridgHt,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,New,Partial
85,10800,8,5,2007,2008,100,3,5,3,1,789,245,1034,4,1,1050,1028,2078,1,2,1,3,1,4,8,1,4,2008,3,3,836,3,3,2,0,0,0,339750,3948,8914,1,0,4.8123195380173246E-4,1.0,1,0.00787037037037037,0.039351851851851846,259.75,4,278.6666666666667,2508,5170,16624,2-STORY 1946 & NEWER,Floating Village Residential,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,New,Partial
68,9571,5,3,1958,1958,0,2,3,2,1,0,1276,1276,2,1,1276,0,1276,0,1,0,3,1,2,5,0,0,1958,1,1,350,3,3,2,0,0,0,60000,2902,7945,0,51,0.0,3.0,51,0.007104795737122558,0.021314387211367674,255.2,1,350.0,1050,3828,6380,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Brick Common,Brick Common,NA,Cinder Block,Unfinshed,Unfinshed,GasA,FuseA,Mod,Attchd,No Fance,None,COD,Abnormal Sale
100,34650,5,5,1955,1955,0,2,3,3,2,1056,0,1056,2,0,1056,0,1056,1,1,0,3,1,2,5,0,0,1955,3,2,572,3,3,2,264,0,0,145000,2684,33022,0,51,0.0,3.0,51,0.002886002886002886,0.01443001443001443,211.2,1,286.0,1716,3168,5280,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Low Density,Paved,Not Alley Access,Regular,Banked,All public Utilities,Inside,Gentle,Gilbert,Norm,Norm,Two-family Conversion,1Story,Hip,Two-family Conversion,Wood Siding,Wood Siding,NA,Cinder Block,Average Rec Room,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
0,4403,7,5,2009,2009,432,4,5,3,3,578,892,1470,4,1,1478,0,1478,1,2,1,2,1,3,7,1,4,2009,3,2,484,3,3,2,0,0,0,222000,3432,2441,0,1,6.765899864682003E-4,0.6666666666666666,1,0.0,0.0,211.14285714285714,4,242.0,1452,7350,10346,1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,Paved,Not Alley Access,Moderately Irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Metal Siding,Metal Siding,Stone,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,New,Partial
56,8960,5,6,1927,1950,0,2,3,3,1,0,1008,1008,3,1,1028,0,1028,0,1,0,2,1,2,5,1,4,1927,1,2,360,3,3,2,0,0,0,115000,2396,7572,0,60,9.727626459143969E-4,2.0,83,0.00625,0.037500000000000006,205.6,2,180.0,1080,3024,5140,1-STORY 1945 & OLDER,Residential Medium Density,Paved,Grovel,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,OldTown,Artery,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Wood Shingles,Wood Shingles,NA,Cinder Block,Unfinshed,Unfinshed,GasA,FuseA,Typ,Detchd,No Fance,None,WD,Normal Sale
