DwellingType,ZoneType,LotFrontage,LotArea,Street,Alley,LotShape,Flatness,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BuildingType,HouseStyle,OverallQuality,OverallConditions,YearBuilt,YearRemodel,RoofStyle,RoofMaterial,Exterior1st,Exterior2nd,MasonryVeneerType,MasonryVeneerArea,ExteriorQuality,ExteriorCondition,Foundation,BasementQuality,BasementCondition,BasementExposure,BasementFinishedType1,BasementFinishedType1Area,BasementFinishedType2,BasementFinishedType2Area,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualityFinishedArea,AboveGroundLivingArea,BasementFullBathrooms,BasementHalfBathrooms,FullBathrooms,HalfBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQuality,TotalRoomsAboveGround,Functional,Fireplaces,FireplaceQuality,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQuality,GarageCondition,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSeasonPorchArea,ScreenPorch,PoolArea,PoolQuality,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalUsedArea,NonbuiltArea,BuiltAreaRatio,PorchArea,IsDuplex,SoldAfterRemodel,RemodelAge,FireplacesLivingAreaRatio,BedroomsBathroomsRatio,HouseAge,PercentFrontage,ImpactView,RoomsMeanSize,RegularRooms,GarageAreaPerCars,GarageAreaQuality,BasementAreaQuality,LivingAreaQuality,LivingAreaCondition,BasementAreaCondition,GarageAreaCondition
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,63,7500,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,Norm,Norm,Single-family Detached,1Story,7,5,2006,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,4,1,Good Living Quarters,54,Unfinshed,0,1087,1141,GasA,4,1,SBrkr,1141,0,0,1141,1,0,1,1,3,1,3,6,Typ,0,0,Detchd,2006,2,2,484,3,3,2,182,0,0,0,0,0,0,No Fance,None,0,6,2009,WD,Normal Sale,,2766,5875,0.15213333333333334,0,0,0,3,0.0,1.5,3,0.0084,0.041999999999999996,190.16666666666666,2,242.0,1452,4564,7987,5705,4564,1452
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,63,7500,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,Norm,Norm,Single-family Detached,1Story,6,5,2004,2004,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,1158,1158,GasA,4,1,SBrkr,1158,0,0,1158,0,0,1,1,3,1,3,5,Typ,0,0,NA,0,0,0,0,0,0,2,0,50,0,0,0,0,0,No Fance,None,0,8,2009,WD,Normal Sale,,2316,6342,0.1544,50,0,0,5,0.0,1.5,5,0.0084,0.041999999999999996,231.6,1,0.0,0,4632,6948,5790,3474,0
2-STORY 1946 & NEWER,Residential Low Density,96,10628,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,SawyerW,Norm,Norm,Single-family Detached,2Story,7,5,2004,2004,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,4,Unfinshed,0,Unfinshed,0,835,835,GasA,4,1,SBrkr,871,941,0,1812,0,0,2,1,3,1,3,8,Typ,0,0,BuiltIn,2004,2,2,478,3,3,2,146,91,0,0,0,0,0,No Fance,None,0,1,2009,WD,Normal Sale,,3125,9279,0.17049303726006776,91,1,0,5,0.0,1.0,5,0.009032743695897629,0.04516371847948814,226.5,4,239.0,1434,3340,12684,9060,2505,1434
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,76,10141,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,Norm,Norm,Single-family Detached,1Story,8,5,2004,2004,Gable,Gravel & Tar,Vinyl Siding,Vinyl Siding,Brick Face,264,3,2,Poured Contrete,4,3,4,Below Average Living Quarters,516,Average Rec Room,774,222,1512,GasA,4,1,SBrkr,1512,0,0,1512,0,0,2,0,3,1,3,6,Typ,0,0,Attchd,2004,2,3,845,3,3,2,210,36,0,0,0,0,0,No Fance,None,0,1,2009,WD,Normal Sale,,3869,7784,0.1490977221181343,36,0,0,5,0.0,1.5,5,0.00749432994773691,0.03747164973868455,252.0,2,281.6666666666667,2535,6048,12096,7560,4536,2535
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,63,13072,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,RRAe,Norm,Single-family Detached,1Story,7,5,2004,2005,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,1114,1114,GasA,4,1,SBrkr,1114,0,0,1114,0,0,1,1,3,1,3,6,Typ,0,0,Detchd,2005,1,2,576,3,3,2,248,102,0,0,0,0,0,No Fance,None,0,5,2009,WD,Normal Sale,,2804,11382,0.0852203182374541,102,0,1,4,0.0,1.5,5,0.004819461444308446,0.024097307221542227,185.66666666666666,2,288.0,1728,4456,7798,5570,3342,1728
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,63,13072,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,RRAe,Norm,Single-family Detached,1Story,5,5,2004,2004,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,1114,1114,GasA,4,1,SBrkr,1114,0,0,1114,0,0,1,1,3,1,3,6,Typ,0,0,NA,0,0,0,0,0,0,2,0,39,0,0,0,0,0,No Fance,None,0,8,2009,WD,Normal Sale,,2228,11958,0.0852203182374541,39,0,0,5,0.0,1.5,5,0.004819461444308446,0.024097307221542227,185.66666666666666,2,0.0,0,4456,5570,5570,3342,0
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60,12450,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,RRAe,Norm,Single-family Detached,1Story,5,5,2003,2004,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,4,3,1,Good Living Quarters,836,Unfinshed,0,278,1114,GasA,4,1,SBrkr,1114,0,0,1114,1,0,2,0,3,1,3,6,Typ,0,0,Detchd,2004,1,2,576,3,3,2,0,42,0,0,0,0,0,No Fance,None,0,6,2009,WD,Normal Sale,,2804,10760,0.08947791164658635,42,0,1,5,0.0,1.5,6,0.004819277108433735,0.024096385542168676,185.66666666666666,2,288.0,1728,4456,5570,5570,3342,1728
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,61,7328,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,Norm,Norm,Single-family Detached,1Story,7,5,2008,2009,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,140,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,1450,1450,GasA,4,1,SBrkr,1450,0,0,1450,0,0,2,0,2,1,3,6,Typ,0,0,Attchd,2008,2,3,788,3,3,2,0,93,0,0,0,0,0,No Fance,None,0,2,2009,New,Partial,,3688,5090,0.19787117903930132,93,0,1,0,0.0,1.0,1,0.008324235807860262,0.04162117903930131,241.66666666666666,3,262.6666666666667,2364,5800,10150,7250,4350,2364
2-STORY 1946 & NEWER,Residential Low Density,43,11492,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,SawyerW,Norm,Norm,Single-family Detached,2Story,7,5,1996,1997,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,132,3,2,Poured Contrete,4,3,1,Good Living Quarters,637,Unfinshed,0,276,913,GasA,4,1,SBrkr,913,1209,0,2122,1,0,2,1,4,1,3,8,Typ,1,3,Attchd,1997,2,2,559,3,3,2,0,74,0,0,0,0,0,No Fance,None,0,4,2009,WD,Normal Sale,,3594,10020,0.18465019143752176,74,1,1,12,4.71253534401508E-4,1.3333333333333333,13,0.0037417333797424295,0.01870866689871215,265.25,3,279.5,1677,3652,14854,10610,2739,1677
2-STORY 1946 & NEWER,Residential Low Density,70,7703,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,Norm,Norm,Single-family Detached,2Story,6,6,1992,1992,Gable,Two-family Conversion,Hard Board,Hard Board,NA,0,3,3,Poured Contrete,4,4,1,Good Living Quarters,52,Average Rec Room,364,400,816,GasA,4,1,SBrkr,833,897,0,1730,0,0,2,1,3,1,3,6,Typ,0,0,Attchd,1992,2,2,528,3,3,2,0,91,0,0,168,0,0,No Fance,None,0,11,2009,WD,Normal Sale,,3074,6342,0.22458782292613266,259,1,0,17,0.0,1.0,17,0.00908736855770479,0.05452421134622874,288.3333333333333,2,264.0,1584,3264,10380,10380,3264,1584
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,50,7175,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,Norm,Norm,Townhouse End Unit,1Story,6,5,1990,1991,Gable,Two-family Conversion,Plywood,Imitation Stucco,NA,0,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,1332,1332,GasA,3,1,SBrkr,1332,0,0,1332,0,0,2,0,2,1,3,5,Typ,0,0,Attchd,1990,2,2,542,3,3,2,0,60,0,0,0,0,0,No Fance,None,0,2,2009,WD,Normal Sale,,3206,5301,0.1856445993031359,60,0,1,18,0.0,1.0,19,0.006968641114982578,0.03484320557491289,266.4,2,271.0,1626,5328,7992,6660,3996,1626
2-STORY 1946 & NEWER,Residential Low Density,70,9109,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,RRAe,Norm,Single-family Detached,2Story,7,5,1994,1994,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Low Quality,36,Good Living Quarters,596,122,754,GasA,4,1,SBrkr,754,786,0,1540,1,0,2,1,3,1,3,6,Typ,0,0,Attchd,1994,2,2,495,3,3,2,140,32,0,0,0,0,0,No Fance,None,0,10,2009,WD,Normal Sale,,2789,7860,0.16906356350861784,32,1,0,15,0.0,1.0,15,0.007684707432209902,0.038423537161049515,256.6666666666667,2,247.5,1485,3016,10780,7700,2262,1485
2-STORY 1946 & NEWER,Residential Low Density,0,10274,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,SawyerW,Norm,Norm,Single-family Detached,2Story,6,7,1986,1986,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,141,2,3,Cinder Block,4,3,1,Average Rec Room,331,Unfinshed,0,345,676,GasA,2,1,SBrkr,698,702,0,1400,0,0,2,1,3,1,2,6,Typ,0,0,Attchd,1986,2,2,465,3,3,2,0,48,0,0,0,0,0,No Fance,None,0,7,2009,WD,Normal Sale,,2541,9111,0.1362663032898579,48,1,0,23,0.0,1.0,23,0.0,0.0,233.33333333333334,2,232.5,1395,2704,8400,9800,2028,1395
DUPLEX - ALL STYLES AND AGES,Residential Low Density,75,8250,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,Norm,Norm,Duplex,2Story,6,7,1981,1981,Gable,Two-family Conversion,Wood Siding,Wood Shingles,NA,0,2,2,Slab,0,0,0,No Basement,0,No Basement,0,0,0,GasA,2,1,SBrkr,964,918,0,1882,0,0,2,0,4,2,2,8,Typ,2,3,Attchd,1981,1,2,612,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,5,2009,WD,Normal Sale,,2494,6674,0.2281212121212121,0,1,0,28,0.0010626992561105207,2.0,28,0.00909090909090909,0.06363636363636363,235.25,2,306.0,1836,0,11292,13174,0,1836
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,63,9750,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,1Story,5,5,1962,1962,Hip,Two-family Conversion,Hard Board,Plywood,NA,0,2,2,Cinder Block,3,3,1,Low Quality,68,Below Average Living Quarters,884,28,980,GasA,3,1,SBrkr,980,0,0,980,1,0,1,0,3,1,2,5,Typ,0,0,Detchd,1969,1,2,400,3,3,2,0,28,0,0,0,0,0,Minimum Privacy,None,0,11,2009,WD,Normal Sale,,2360,8370,0.10051282051282051,28,0,0,47,0.0,3.0,47,0.006461538461538461,0.03230769230769231,196.0,1,200.0,1200,2940,4900,4900,2940,1200
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,8499,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,Sawyer,Feedr,Norm,Single-family Detached,1Story,5,6,1961,1961,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,2,Cinder Block,3,3,1,Good Living Quarters,660,Unfinshed,0,204,864,GasA,4,1,SBrkr,864,0,0,864,1,0,1,0,3,1,2,5,Typ,0,0,Detchd,1982,1,2,732,3,3,2,0,312,0,0,0,0,0,No Fance,None,0,6,2009,WD,Normal Sale,,2460,6903,0.1016590187080833,312,0,0,48,0.0,3.0,48,0.0,0.0,172.8,1,366.0,2196,2592,4320,5184,2592,2196
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,9079,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,1Story,5,5,1961,1961,Gable,Two-family Conversion,Wood Siding,Plywood,NA,0,2,2,Cinder Block,3,3,1,Below Average Living Quarters,864,Unfinshed,0,0,864,GasA,2,1,SBrkr,864,0,0,864,0,0,1,0,2,1,2,5,Typ,0,0,Attchd,1961,1,1,440,3,3,2,158,0,0,0,0,0,0,No Fance,None,0,7,2009,WD,Normal Sale,,2168,7775,0.09516466571208283,0,0,0,48,0.0,2.0,48,0.0,0.0,172.8,2,440.0,1320,2592,4320,4320,2592,1320
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,9316,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,1Story,5,5,1965,1965,Gable,Two-family Conversion,Hard Board,Plywood,NA,0,2,2,Cinder Block,3,3,1,Average Rec Room,544,Unfinshed,0,480,1024,GasA,3,1,SBrkr,1020,0,0,1020,0,0,2,0,3,1,2,5,Typ,0,0,Attchd,1965,1,1,288,3,3,2,171,0,0,0,0,0,0,Minimum Privacy,None,0,5,2009,Oth,Sale between family members,,2332,8008,0.10948905109489052,0,0,0,44,0.0,1.5,44,0.0,0.0,204.0,1,288.0,864,3072,5100,5100,3072,864
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,7791,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,RRAe,Norm,Single-family Detached,1Story,5,8,1963,1995,Gable,Two-family Conversion,Plywood,Plywood,NA,0,3,3,Cinder Block,3,3,1,Average Living Quarters,624,Unfinshed,0,288,912,GasA,4,1,SBrkr,912,0,0,912,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1963,2,1,300,3,3,2,0,0,0,0,0,0,0,Good Wood,None,0,10,2009,WD,Normal Sale,,2124,6579,0.11705814401232191,0,0,1,14,0.0,3.0,46,0.0,0.0,152.0,2,300.0,900,2736,4560,7296,2736,900
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,65,7150,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Feedr,Norm,Single-family Detached,1Story,5,6,1962,1962,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,60,2,2,Cinder Block,3,3,1,Low Quality,140,Below Average Living Quarters,590,182,912,GasA,3,1,SBrkr,912,0,0,912,0,1,1,0,3,1,2,6,Typ,0,0,Attchd,1962,1,1,252,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,10,2009,WD,Normal Sale,,2076,5986,0.12755244755244755,0,0,0,47,0.0,3.0,47,0.00909090909090909,0.05454545454545454,152.0,2,252.0,756,2736,4560,5472,2736,756
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,15676,Paved,Not Alley Access,Slightly irregular,Depression,All public Utilities,Inside,Gentle,Veenker,Norm,Norm,Single-family Detached,1Story,8,8,1980,1980,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,115,3,3,Cinder Block,4,4,4,Average Living Quarters,1733,Average Rec Room,92,189,2014,GasA,3,1,SBrkr,2014,0,0,2014,1,0,2,0,2,1,3,6,Maj1,2,4,Attchd,1980,2,3,864,3,3,2,462,0,0,255,0,0,0,Minimum Privacy,None,0,4,2009,WD,Normal Sale,,4892,12798,0.1284766522071957,255,0,0,29,9.930486593843098E-4,1.0,29,0.0,0.0,335.6666666666667,3,288.0,2592,8056,16112,16112,8056,2592
2-STORY 1946 & NEWER,Residential Low Density,0,11949,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NoRidge,Norm,Norm,Single-family Detached,2Story,7,8,1991,2008,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,196,3,3,Poured Contrete,4,3,1,Good Living Quarters,601,Average Living Quarters,216,158,975,GasA,4,1,SBrkr,975,780,0,1755,0,1,2,1,3,1,3,7,Typ,1,3,Attchd,1991,1,2,524,3,3,2,502,60,0,0,0,0,0,Good Privacy,None,0,7,2009,WD,Normal Sale,,3254,10450,0.14687421541551593,60,1,1,1,5.698005698005698E-4,1.0,18,0.0,0.0,250.71428571428572,3,262.0,1572,3900,12285,14040,2925,1572
2-STORY PUD - 1946 & NEWER,Floating Village Residential,32,2880,Paved,Paved,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Townhouse Inside Unit,2Story,7,5,2004,2005,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,1376,1376,GasA,4,1,SBrkr,1376,1629,0,3005,0,0,2,1,3,1,3,9,Mod,1,3,BuiltIn,2004,3,3,704,3,3,2,0,177,0,0,0,0,0,No Fance,None,0,7,2009,WD,Normal Sale,,5085,800,1.0434027777777777,177,1,1,4,3.3277870216306157E-4,1.0,5,0.011111111111111112,0.05555555555555556,333.8888888888889,5,234.66666666666666,2112,5504,21035,15025,4128,2112
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Floating Village Residential,0,3830,Paved,Paved,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Townhouse End Unit,1Story,6,5,2008,2008,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,280,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,1726,1726,GasA,4,1,SBrkr,1726,0,0,1726,0,0,2,1,2,1,3,6,Typ,1,4,Attchd,2008,3,2,561,3,3,2,0,254,0,0,0,0,0,No Fance,None,0,1,2009,New,Partial,,4013,1543,0.4506527415143603,254,0,0,1,5.793742757821553E-4,0.6666666666666666,1,0.0,0.0,287.6666666666667,3,280.5,1683,6904,10356,8630,5178,1683
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Floating Village Residential,0,4217,Paved,Paved,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Townhouse End Unit,1Story,6,5,2008,2008,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,252,3,2,Poured Contrete,4,3,1,Good Living Quarters,962,Unfinshed,0,183,1145,GasA,4,1,SBrkr,1256,0,0,1256,1,0,1,1,1,1,3,5,Typ,1,4,Attchd,2008,3,2,641,3,3,2,0,169,0,0,0,0,0,No Fance,None,0,3,2009,WD,Normal Sale,,3042,2320,0.29784206782072564,169,0,0,1,7.961783439490446E-4,0.5,1,0.0,0.0,251.2,3,320.5,1923,4580,7536,6280,3435,1923
2-STORY PUD - 1946 & NEWER,Floating Village Residential,34,2998,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Townhouse End Unit,2Story,6,5,2000,2000,Gable,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,513,3,2,Poured Contrete,4,3,1,Good Living Quarters,507,Unfinshed,0,249,756,GasA,4,1,SBrkr,756,756,0,1512,1,0,2,1,2,1,3,4,Typ,0,0,Detchd,2000,1,2,440,3,3,2,0,32,0,0,0,0,0,No Fance,None,0,8,2009,WD,Normal Sale,,2708,1802,0.5043362241494329,32,1,0,9,0.0,0.6666666666666666,9,0.01134089392928619,0.05670446964643096,378.0,1,220.0,1320,3024,9072,7560,2268,1320
2-STORY PUD - 1946 & NEWER,Floating Village Residential,35,3768,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,FR2,Gentle,Somerst,Norm,Norm,Townhouse End Unit,2Story,7,5,1999,1999,Hip,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,218,3,2,Poured Contrete,4,3,1,Good Living Quarters,549,Unfinshed,0,142,691,GasA,4,1,SBrkr,713,739,0,1452,1,0,2,1,3,1,3,6,Typ,0,0,Detchd,1999,1,2,506,3,3,2,0,34,0,0,0,0,0,No Fance,None,0,9,2009,WD,Normal Sale,,2649,2549,0.3853503184713376,34,1,0,10,0.0,1.0,10,0.009288747346072187,0.04644373673036093,242.0,2,253.0,1518,2764,10164,7260,2073,1518
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,14694,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Veenker,Norm,Norm,Single-family Detached,1Story,8,9,1977,2008,Gable,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,450,4,4,Cinder Block,4,4,4,Good Living Quarters,1252,Average Living Quarters,136,306,1694,GasA,4,1,SBrkr,1694,0,0,1694,1,0,2,0,2,1,4,5,Typ,1,4,Attchd,1977,3,2,642,3,3,2,501,120,0,225,0,0,0,No Fance,None,0,6,2009,WD,Normal Sale,,4030,12358,0.11528515040152443,345,0,1,1,5.903187721369539E-4,1.0,32,0.0,0.0,338.8,2,321.0,1926,6776,13552,15246,6776,1926
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,110,15417,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Veenker,Norm,Norm,Single-family Detached,1Story,7,5,1981,1981,Gable,Two-family Conversion,Brick Face,Brick Face,NA,0,3,2,Cinder Block,4,3,2,Low Quality,121,Unfinshed,0,1619,1740,GasA,2,1,SBrkr,1740,0,0,1740,0,0,1,1,2,1,3,7,Typ,0,0,Attchd,1981,2,2,540,3,3,2,228,20,218,0,0,0,0,No Fance,None,0,6,2009,WD,Normal Sale,,4020,13137,0.11286242459622495,238,0,0,28,0.0,1.0,28,0.007134980865278588,0.03567490432639294,248.57142857142858,4,270.0,1620,6960,12180,8700,5220,1620
SPLIT OR MULTI-LEVEL,Residential Low Density,80,9600,Paved,Not Alley Access,Regular,Depression,All public Utilities,FR2,Moderate,Veenker,Feedr,Norm,Single-family Detached,SLvl,8,5,1976,1976,Gable,Two-family Conversion,Plywood,Plywood,Brick Face,200,3,3,Cinder Block,3,3,1,Unfinshed,0,Unfinshed,0,392,392,GasA,4,1,SBrkr,1487,1012,0,2499,0,0,2,1,4,1,2,5,Typ,1,4,Attchd,1976,1,2,527,3,3,2,0,64,0,0,0,0,0,No Fance,None,0,1,2009,WD,Abnormal Sale,,3418,7586,0.2603125,64,1,0,33,4.0016006402561027E-4,1.3333333333333333,33,0.008333333333333333,0.041666666666666664,499.8,0,263.5,1581,1176,19992,12495,1176,1581
2-STORY 1946 & NEWER,Residential Low Density,0,12732,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,NWAmes,PosN,Norm,Single-family Detached,2Story,7,6,1974,1974,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Cinder Block,3,3,2,Good Living Quarters,560,Low Quality,42,150,752,GasA,2,1,SBrkr,1285,782,0,2067,0,0,2,1,3,1,3,7,Typ,2,3,Attchd,1974,2,2,784,3,3,2,297,40,0,0,0,0,0,No Fance,None,0,6,2009,WD,Normal Sale,,3603,10663,0.1623468426013195,40,1,0,35,9.675858732462506E-4,1.0,35,0.0,0.0,295.2857142857143,3,392.0,2352,2256,14469,12402,2256,2352
2-STORY 1946 & NEWER,Residential Low Density,80,10400,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NWAmes,PosA,Norm,Single-family Detached,2Story,6,7,1967,1997,Gable,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,256,2,2,Poured Contrete,3,3,1,Unfinshed,0,Unfinshed,0,932,932,GasA,3,1,SBrkr,1271,1369,0,2640,0,0,2,1,5,1,3,8,Typ,1,3,Attchd,1967,2,2,515,3,3,2,0,120,0,0,168,0,0,No Fance,None,0,5,2009,WD,Normal Sale,,4087,8614,0.25384615384615383,288,1,1,12,3.787878787878788E-4,1.6666666666666667,42,0.007692307692307693,0.05384615384615385,330.0,2,257.5,1545,2796,15840,18480,2796,1545
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80,9600,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NWAmes,Feedr,Norm,Single-family Detached,1Story,5,5,1969,1969,Gable,Two-family Conversion,Hard Board,Hard Board,Brick Face,128,2,2,Cinder Block,4,3,2,Average Living Quarters,553,Average Rec Room,147,588,1288,GasA,2,1,SBrkr,1336,0,0,1336,0,1,2,0,3,1,2,6,Typ,1,2,Attchd,1969,2,2,502,3,3,2,312,11,0,0,0,0,0,No Fance,Shed,650,8,2009,WD,Normal Sale,,3126,7762,0.13916666666666666,11,0,0,40,7.485029940119761E-4,1.5,40,0.008333333333333333,0.041666666666666664,222.66666666666666,2,251.0,1506,5152,6680,6680,3864,1506
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,75,9000,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NWAmes,Feedr,Norm,Single-family Detached,1Story,6,5,1969,1969,Gable,Two-family Conversion,Hard Board,Hard Board,Brick Face,200,2,2,Cinder Block,3,3,3,Below Average Living Quarters,955,Unfinshed,0,261,1216,GasA,2,1,SBrkr,1216,0,0,1216,1,0,1,0,3,1,2,5,Typ,0,0,Attchd,1969,1,1,336,3,3,2,0,0,0,0,0,0,0,Minimum Privacy,None,0,8,2009,WD,Abnormal Sale,,2768,7448,0.1351111111111111,0,0,0,40,0.0,3.0,40,0.008333333333333333,0.041666666666666664,243.2,1,336.0,1008,3648,7296,6080,3648,1008
2-STORY 1946 & NEWER,Residential Low Density,0,13774,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NWAmes,Norm,Norm,Single-family Detached,2Story,7,7,1977,1992,Hip,Two-family Conversion,Hard Board,Hard Board,Brick Face,283,2,3,Poured Contrete,4,3,1,Good Living Quarters,432,Unfinshed,0,476,908,GasA,4,1,SBrkr,1316,972,0,2288,0,0,1,2,4,1,3,8,Typ,2,3,Attchd,1977,2,2,520,3,3,2,321,72,0,0,156,0,0,No Fance,None,0,11,2009,WD,Normal Sale,,3716,11938,0.16611006243647453,228,1,1,17,8.741258741258741E-4,1.3333333333333333,32,0.0,0.0,286.0,3,260.0,1560,3632,16016,16016,2724,1560
