DwellingType,ZoneType,LotFrontage,LotArea,Street,Alley,LotShape,Flatness,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BuildingType,HouseStyle,OverallQuality,OverallConditions,YearBuilt,YearRemodel,RoofStyle,RoofMaterial,Exterior1st,Exterior2nd,MasonryVeneerType,MasonryVeneerArea,ExteriorQuality,ExteriorCondition,Foundation,BasementQuality,BasementCondition,BasementExposure,BasementFinishedType1,BasementFinishedType1Area,BasementFinishedType2,BasementFinishedType2Area,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualityFinishedArea,AboveGroundLivingArea,BasementFullBathrooms,BasementHalfBathrooms,FullBathrooms,HalfBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQuality,TotalRoomsAboveGround,Functional,Fireplaces,FireplaceQuality,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQuality,GarageCondition,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSeasonPorchArea,ScreenPorch,PoolArea,PoolQuality,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalUsedArea,NonbuiltArea,BuiltAreaRatio,PorchArea,IsDuplex,SoldAfterRemodel,RemodelAge,FireplacesLivingAreaRatio,BedroomsBathroomsRatio,HouseAge,PercentFrontage,ImpactView,RoomsMeanSize,RegularRooms,GarageAreaPerCars,GarageAreaQuality,BasementAreaQuality,LivingAreaQuality,LivingAreaCondition,BasementAreaCondition,GarageAreaCondition
1-STORY 1946 & NEWER ALL STYLES,Residential Medium Density,49,5820,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,OldTown,Norm,Norm,Single-family Detached,1Story,3,8,1955,2005,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,3,Cinder Block,3,3,1,Average Living Quarters,256,Unfinshed,0,906,1162,GasA,4,1,SBrkr,1163,0,0,1163,1,0,1,0,3,1,2,6,Typ,0,0,Attchd,1955,1,1,220,2,3,2,142,98,0,0,0,0,0,No Fance,None,0,7,2006,WD,Normal Sale,126175,2545,4437,0.1998281786941581,98,0,1,1,0.0,3.0,51,0.008419243986254295,0.06735395189003436,193.83333333333334,2,220.0,440,3486,3489,9304,3486,660
SPLIT OR MULTI-LEVEL,Residential Low Density,96,11275,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NAmes,PosN,Norm,Single-family Detached,SLvl,7,7,1967,2007,Mansard,Wood Shake,Wood Siding,Wood Siding,Brick Face,300,3,3,Cinder Block,4,3,1,Unfinshed,0,Unfinshed,0,710,710,GasA,4,1,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,3,11,Typ,1,4,BuiltIn,1961,3,2,564,3,3,2,240,0,0,0,0,0,0,No Fance,None,0,6,2010,WD,Normal Sale,242000,4252,8813,0.2641241685144124,0,1,1,3,3.35795836131632E-4,1.6666666666666667,43,0.008514412416851441,0.05960088691796009,270.72727272727275,5,282.0,1692,2840,20846,20846,2130,1692
1-1/2 STORY - UNFINISHED ALL AGES,Residential Medium Density,50,5000,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,RRAe,Norm,Single-family Detached,1.5Unf,5,6,1941,1950,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,2,Cinder Block,3,3,3,Below Average Living Quarters,116,Unfinshed,0,604,720,GasA,0,0,FuseF,803,0,0,803,0,0,1,0,2,1,2,5,Typ,0,0,Detchd,1941,1,2,360,3,3,2,0,0,244,0,0,0,0,No Fance,None,0,12,2007,WD,Normal Sale,87000,1883,3837,0.1606,244,0,1,57,0.0,2.0,66,0.01,0.06,160.6,2,180.0,1080,2160,4015,4818,2160,1080
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,32,10846,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,Veenker,Norm,Norm,Townhouse End Unit,1Story,8,5,1993,1993,Gable,Two-family Conversion,Brick Face,Brick Face,NA,0,3,2,Poured Contrete,4,3,4,Good Living Quarters,1619,Unfinshed,0,100,1719,GasA,4,1,SBrkr,1719,0,0,1719,2,0,1,1,1,1,3,6,Typ,2,4,Attchd,1993,3,2,473,3,3,2,122,30,0,0,0,0,0,No Fance,None,0,5,2008,Con,Normal Sale,324000,3911,8654,0.15849160981006824,30,0,0,15,0.0011634671320535194,0.5,15,0.0029503964595242486,0.014751982297621244,286.5,4,236.5,1419,6876,13752,8595,5157,1419
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80,11600,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,6,5,1960,1960,Hip,Two-family Conversion,Wood Siding,Wood Siding,Brick Face,175,2,2,Cinder Block,3,3,1,Average Rec Room,565,Unfinshed,0,818,1383,GasA,2,1,SBrkr,1383,0,0,1383,0,0,1,1,3,1,2,7,Typ,0,0,Attchd,1960,2,1,292,3,3,2,0,45,0,0,0,0,0,No Fance,None,0,4,2006,WD,Normal Sale,145250,3058,9925,0.11922413793103448,45,0,0,46,0.0,1.5,46,0.006896551724137931,0.034482758620689655,197.57142857142858,3,292.0,876,4149,8298,6915,4149,876
2-1/2 STORY ALL AGES,Residential Low Density,0,11888,Paved,Paved,Slightly irregular,Banked,All public Utilities,Inside,Gentle,BrkSide,PosN,Norm,Single-family Detached,2.5Unf,6,6,1916,1994,Gable,Two-family Conversion,Wood Siding,Wood Shingles,NA,0,2,2,Brick & Tile,3,3,1,Unfinshed,0,Unfinshed,0,844,844,GasA,3,0,FuseA,1445,689,0,2134,0,0,2,0,5,1,3,10,Typ,0,0,Detchd,1930,1,2,441,3,3,2,0,60,268,0,0,0,0,No Fance,None,0,7,2009,WD,Normal Sale,214500,3419,10002,0.17950874831763122,328,1,1,15,0.0,2.5,93,0.0,0.0,213.4,4,220.5,1323,2532,12804,12804,2532,1323
2-STORY 1945 & OLDER,Residential Medium Density,60,6402,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,IDOTRR,Norm,Norm,Single-family Detached,2Story,5,5,1920,1950,Gable,Two-family Conversion,Wood Siding,Wood Shingles,NA,0,2,2,Poured Contrete,3,3,2,Unfinshed,0,Unfinshed,0,596,596,GasA,2,0,SBrkr,596,596,0,1192,0,0,1,0,3,1,2,6,Typ,0,0,Detchd,1920,1,1,189,2,2,0,0,0,137,0,0,0,0,Good Wood,None,0,7,2009,WD,Normal Sale,78000,1977,5617,0.18619181505779445,137,1,1,59,0.0,3.0,89,0.00937207122774133,0.04686035613870665,198.66666666666666,2,189.0,378,1788,5960,5960,1788,378
DUPLEX - ALL STYLES AND AGES,Residential Low Density,0,10624,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,Two-family Conversion,Hard Board,Hard Board,Brick Face,84,2,2,Cinder Block,3,3,1,Good Living Quarters,40,Average Rec Room,264,1424,1728,GasA,2,1,SBrkr,1728,0,0,1728,0,1,2,0,6,2,2,10,Typ,0,0,Detchd,2002,1,1,352,3,3,2,155,0,0,0,0,0,0,No Fance,None,0,11,2007,WD,Normal Sale,119000,3808,8544,0.16265060240963855,0,0,0,43,0.0,3.0,43,0.0,0.0,172.8,2,352.0,1056,5184,8640,6912,5184,1056
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70,8176,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,6,1958,1992,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,0,2,2,Cinder Block,3,3,1,Average Rec Room,846,Unfinshed,0,210,1056,GasA,1,1,SBrkr,1056,0,0,1056,1,0,1,0,3,1,2,6,Typ,0,0,Attchd,1958,2,1,308,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,8,2007,WD,Normal Sale,139000,2420,6812,0.12915851272015655,0,0,1,15,0.0,3.0,49,0.008561643835616438,0.05136986301369863,176.0,2,308.0,924,3168,5280,6336,3168,924
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,85,10655,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Single-family Detached,1Story,8,5,2003,2004,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,296,3,2,Poured Contrete,4,3,1,Good Living Quarters,1124,No Basement,479,1603,3206,GasA,4,1,SBrkr,1629,0,0,1629,1,0,2,0,3,1,3,7,Typ,1,4,Attchd,2003,2,3,880,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,10,2009,WD,Normal Sale,284000,5715,8146,0.15288596902862506,0,0,1,5,6.138735420503376E-4,1.5,6,0.007977475363679024,0.03988737681839512,232.71428571428572,3,293.3333333333333,2640,12824,13032,8145,9618,2640
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,59,8198,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,FR3,Gentle,NridgHt,Norm,Norm,Townhouse End Unit,1Story,7,5,2004,2004,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,146,3,2,Poured Contrete,4,3,3,Good Living Quarters,720,Unfinshed,0,638,1358,GasA,4,1,SBrkr,1358,0,0,1358,1,0,2,0,2,1,3,6,Typ,1,4,Attchd,2004,2,2,484,3,3,2,192,30,0,0,0,0,0,No Fance,None,0,7,2008,WD,Normal Sale,207000,3200,6356,0.16565015857526225,30,0,0,4,7.363770250368188E-4,1.0,4,0.007196877287143206,0.035984386435716026,226.33333333333334,3,242.0,1452,5432,9506,6790,4074,1452
2-STORY 1946 & NEWER,Residential Low Density,59,9042,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,6,5,1998,1998,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,4,3,4,Good Living Quarters,828,Unfinshed,0,115,943,GasA,3,1,SBrkr,943,695,0,1638,1,0,2,1,3,1,2,7,Typ,2,3,Attchd,1998,3,2,472,3,3,2,100,38,0,0,0,0,0,No Fance,None,0,7,2008,WD,Normal Sale,192000,3053,7627,0.18115461181154613,38,1,0,10,0.001221001221001221,1.0,10,0.006525105065251051,0.032625525326255254,234.0,3,236.0,1416,3772,9828,8190,2829,1416
2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Low Density,0,164660,Grovel,Not Alley Access,Slightly irregular,Hillside,All public Utilities,Corner,Severe,Timber,Norm,Norm,Two-family Conversion,1.5Fin,5,6,1965,1965,Gable,Two-family Conversion,Plywood,Plywood,NA,0,2,2,Cinder Block,3,3,4,Average Living Quarters,1249,Below Average Living Quarters,147,103,1499,GasA,4,1,SBrkr,1619,167,0,1786,2,0,2,0,3,1,2,7,Typ,2,4,Attchd,1965,3,2,529,3,3,2,670,0,0,0,0,0,0,No Fance,Shed,700,8,2008,WD,Normal Sale,228950,3814,162512,0.010846592979472854,0,1,0,43,0.0011198208286674132,1.5,43,0.0,0.0,255.14285714285714,3,264.5,1587,4497,8930,10716,4497,1587
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,86,14157,Paved,Not Alley Access,Slightly irregular,Hillside,All public Utilities,Corner,Gentle,StoneBr,Norm,Norm,Single-family Detached,1Story,9,5,2005,2006,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,200,3,2,Poured Contrete,5,3,4,Good Living Quarters,1249,Unfinshed,0,673,1922,GasA,4,1,SBrkr,1922,0,0,1922,1,0,2,0,3,1,3,8,Typ,1,4,Attchd,2005,3,3,676,3,3,2,178,51,0,0,0,0,0,No Fance,None,0,7,2007,WD,Normal Sale,377426,4520,11559,0.13576322667231758,51,0,1,1,5.202913631633715E-4,1.5,2,0.00607473334746062,0.0303736667373031,240.25,4,225.33333333333334,2028,9610,17298,9610,5766,2028
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70,9135,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,CollgCr,Norm,Norm,Single-family Detached,1Story,7,5,2002,2003,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,113,3,2,Poured Contrete,4,3,3,Good Living Quarters,810,Unfinshed,0,726,1536,GasA,4,1,SBrkr,1536,0,0,1536,1,0,2,0,3,1,3,7,Typ,0,0,Attchd,2002,2,2,532,3,3,2,192,74,0,0,0,0,0,No Fance,None,0,12,2008,WD,Normal Sale,214000,3604,7067,0.16814449917898194,74,0,1,5,0.0,1.5,6,0.007662835249042145,0.038314176245210725,219.42857142857142,3,266.0,1596,6144,10752,7680,4608,1596
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,91,14145,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NWAmes,Norm,Norm,Single-family Detached,1Story,7,7,1984,1998,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,0,3,2,Cinder Block,4,3,2,Average Living Quarters,213,Unfinshed,0,995,1208,GasA,4,1,SBrkr,1621,0,0,1621,1,0,2,0,3,1,3,8,Typ,0,0,Attchd,1984,2,2,440,3,3,2,108,45,0,0,0,0,0,No Fance,Shed,400,5,2006,WD,Normal Sale,202500,3269,12084,0.11459879816189467,45,0,1,8,0.0,1.5,22,0.006433368681512902,0.04503358077059031,202.625,4,220.0,1320,4832,11347,11347,3624,1320
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,66,12400,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Feedr,Norm,Single-family Detached,1Story,6,7,1958,1998,Hip,Two-family Conversion,Wood Siding,Wood Siding,Brick Face,176,2,2,Cinder Block,3,2,1,Average Rec Room,585,Unfinshed,0,630,1215,GasA,2,1,FuseA,1215,0,0,1215,0,0,1,0,3,1,2,6,Typ,0,0,Attchd,1958,1,1,297,3,3,2,0,0,0,0,234,0,0,No Fance,None,0,6,2009,WD,Normal Sale,155000,2727,10888,0.09798387096774193,234,0,1,11,0.0,3.0,51,0.00532258064516129,0.03725806451612903,202.5,2,297.0,891,3645,7290,8505,2430,891
2-STORY 1946 & NEWER,Residential Low Density,85,14191,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Timber,Norm,Norm,Single-family Detached,2Story,8,5,2002,2002,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,967,967,GasA,4,1,SBrkr,993,915,0,1908,0,0,2,1,4,1,3,9,Typ,0,0,Attchd,2002,3,2,431,3,3,2,135,0,0,0,0,0,0,No Fance,None,0,4,2010,WD,Normal Sale,202900,3306,12767,0.13445141286731027,0,1,0,8,0.0,1.3333333333333333,8,0.005989711789162145,0.02994855894581073,212.0,4,215.5,1293,3868,15264,9540,2901,1293
1-STORY 1946 & NEWER ALL STYLES,Residential High Density,60,8400,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,Feedr,Norm,Single-family Detached,1Story,4,4,1950,1950,Gable,Two-family Conversion,Wood Siding,Asbestos Shingles,NA,0,1,1,Cinder Block,3,2,1,Unfinshed,0,Unfinshed,0,721,721,GasA,3,1,SBrkr,841,0,0,841,0,0,1,0,2,1,2,4,Typ,0,0,CarPort,1950,1,1,294,3,3,0,250,0,24,0,0,0,0,No Fance,None,0,9,2009,WD,Normal Sale,82000,1856,7265,0.10011904761904762,24,0,0,59,0.0,2.0,59,0.007142857142857143,0.02857142857142857,210.25,1,294.0,882,2163,3364,3364,1442,882
DUPLEX - ALL STYLES AND AGES,Residential Low Density,0,8544,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,Two-family Conversion,Stucco,Stucco,Brick Face,340,2,2,Slab,0,0,0,No Basement,0,No Basement,0,0,0,Wall,1,0,FuseA,1040,0,0,1040,0,0,2,0,2,2,2,6,Typ,0,0,Detchd,1949,1,2,400,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,5,2006,WD,Normal Sale,87500,1440,7104,0.12172284644194757,0,0,1,56,0.0,1.0,57,0.0,0.0,173.33333333333334,2,200.0,1200,0,3120,4160,0,1200
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,63,8849,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Townhouse End Unit,1Story,9,5,2005,2005,Hip,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,616,4,2,Poured Contrete,5,3,1,Good Living Quarters,28,Unfinshed,0,1656,1684,GasA,4,1,SBrkr,1684,0,0,1684,0,0,2,0,2,1,4,6,Typ,1,5,Attchd,2005,2,2,564,3,3,2,495,72,0,0,0,0,0,No Fance,None,0,7,2008,WD,Normal Sale,266000,3932,6601,0.19030398915131652,72,0,0,3,5.938242280285036E-4,1.0,3,0.007119448525257091,0.035597242626285455,280.6666666666667,3,282.0,1692,8420,15156,8420,5052,1692
2-STORY PUD - 1946 & NEWER,Residential Medium Density,36,2592,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,MeadowV,Norm,Norm,Townhouse End Unit,2Story,5,3,1976,1976,Gable,Two-family Conversion,Cement Board,Cement Board,NA,0,2,2,Cinder Block,4,3,1,Average Rec Room,129,Below Average Living Quarters,232,175,536,GasA,2,1,SBrkr,536,576,0,1112,0,0,1,1,3,1,2,4,Typ,0,0,Attchd,1976,1,1,336,3,3,2,182,0,0,0,0,0,0,No Fance,None,0,4,2010,WD,Normal Sale,85000,1984,1720,0.42901234567901236,0,1,0,34,0.0,1.5,34,0.013888888888888888,0.041666666666666664,278.0,0,336.0,1008,2144,5560,3336,1608,1008
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,65,6435,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,BrkSide,RRAn,Norm,Single-family Detached,1.5Fin,6,5,1939,1950,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,2,Brick & Tile,3,3,1,Unfinshed,0,Unfinshed,0,972,972,GasA,3,1,SBrkr,972,605,0,1577,0,0,1,0,3,1,1,6,Typ,1,4,Detchd,1939,1,1,312,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,10,2006,WD,Normal Sale,140200,2861,5151,0.24506604506604507,0,1,1,56,6.341154090044388E-4,3.0,67,0.010101010101010102,0.05050505050505051,262.8333333333333,2,312.0,936,2916,9462,7885,2916,936
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,12772,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,6,8,1960,1998,Hip,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,3,Cinder Block,3,3,2,Below Average Living Quarters,498,Unfinshed,0,460,958,GasA,2,1,SBrkr,958,0,0,958,0,0,1,0,2,1,2,5,Typ,0,0,Attchd,1960,2,1,301,3,3,2,0,0,0,0,0,0,0,No Fance,2nd Garage,15500,4,2007,WD,Normal Sale,151500,2217,11513,0.07500782962730974,0,0,1,9,0.0,2.0,47,0.0,0.0,191.6,2,301.0,903,2874,5748,7664,2874,903
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,17600,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,6,5,1960,1960,Gable,Two-family Conversion,Wood Siding,Wood Siding,Brick Face,30,2,2,Cinder Block,3,3,1,Below Average Living Quarters,1270,Unfinshed,0,208,1478,GasA,4,1,FuseA,1478,0,0,1478,1,0,2,0,3,1,2,6,Typ,2,4,Attchd,1960,1,2,498,3,3,2,0,40,0,0,0,0,0,No Fance,None,0,12,2009,WD,Normal Sale,157500,3454,15624,0.08397727272727273,40,0,0,49,0.0013531799729364006,1.5,49,0.0,0.0,246.33333333333334,2,249.0,1494,4434,8868,7390,4434,1494
2-STORY PUD - 1946 & NEWER,Residential Low Density,36,2448,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Townhouse Inside Unit,2Story,7,5,2003,2004,Gable,Two-family Conversion,Vinyl Siding,Wood Shingles,Stone,106,3,2,Poured Contrete,4,3,1,Good Living Quarters,573,Unfinshed,0,191,764,GasA,4,1,SBrkr,764,862,0,1626,1,0,2,1,2,1,3,6,Typ,0,0,BuiltIn,2003,2,2,474,3,3,2,0,27,0,0,0,0,0,No Fance,None,0,10,2008,WD,Normal Sale,154000,2864,1210,0.6642156862745098,27,1,1,4,0.0,0.6666666666666666,5,0.014705882352941176,0.07352941176470588,271.0,3,237.0,1422,3056,11382,8130,2292,1422
2-STORY 1946 & NEWER,Residential Low Density,56,20431,Paved,Not Alley Access,Moderately Irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Single-family Detached,2Story,9,5,2005,2006,Hip,Two-family Conversion,Cement Board,Cement Board,Brick Face,870,4,2,Poured Contrete,5,3,1,Good Living Quarters,1410,Unfinshed,0,438,1848,GasA,4,1,SBrkr,1848,880,0,2728,1,0,2,1,4,1,4,10,Typ,2,5,Attchd,2006,3,3,706,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,4,2006,New,Partial,437154,5282,17877,0.1335225882237776,0,1,1,0,7.331378299120235E-4,1.3333333333333333,1,0.0027409328960892763,0.013704664480446382,272.8,5,235.33333333333334,2118,9240,24552,13640,5544,2118
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,68,7820,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Townhouse End Unit,1Story,9,5,2007,2007,Hip,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,362,4,2,Poured Contrete,5,3,1,Unfinshed,0,Unfinshed,0,1869,1869,GasA,4,1,SBrkr,1869,0,0,1869,0,0,2,0,2,1,4,6,Typ,1,4,Attchd,2007,2,2,617,3,3,2,210,54,0,0,0,0,0,No Fance,None,0,12,2007,New,Partial,318061,4355,5334,0.23900255754475702,54,0,0,0,5.350454788657035E-4,1.0,0,0.008695652173913044,0.043478260869565216,311.5,3,308.5,1851,9345,16821,9345,5607,1851
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,0,5271,Paved,Not Alley Access,Slightly irregular,Depression,All public Utilities,Inside,Moderate,ClearCr,Norm,Norm,Single-family Detached,1Story,7,5,1986,1986,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,0,2,2,Poured Contrete,4,3,4,Good Living Quarters,1082,Unfinshed,0,371,1453,GasA,3,1,SBrkr,1453,0,0,1453,1,0,1,1,2,1,3,6,Typ,1,3,Attchd,1986,2,2,445,3,3,2,0,80,0,0,184,0,0,No Fance,None,0,12,2006,WD,Abnormal Sale,190000,3351,3373,0.2756592676911402,264,0,0,20,6.882312456985547E-4,1.0,20,0.0,0.0,242.16666666666666,3,222.5,1335,5812,10171,7265,4359,1335
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,60,9084,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Artery,Norm,Single-family Detached,1.5Fin,5,6,1941,1950,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Cinder Block,3,2,2,Low Quality,236,Average Rec Room,380,0,616,GasA,2,0,SBrkr,616,495,0,1111,0,1,1,0,3,1,2,5,Typ,0,0,Detchd,1941,1,1,200,3,2,2,48,0,0,0,0,0,0,No Fance,None,0,3,2008,ConLw,Normal Sale,95000,1927,8268,0.12230295024218406,0,1,1,58,0.0,3.0,67,0.0066050198150594455,0.03963011889035667,222.2,1,200.0,600,1848,5555,6666,1232,400
1-STORY 1945 & OLDER,Residential Medium Density,60,8520,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,OldTown,Norm,Norm,Single-family Detached,1Story,6,8,1928,2003,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,3,Brick & Tile,3,3,1,Unfinshed,0,Unfinshed,0,624,624,GasA,3,1,SBrkr,720,0,0,720,0,0,1,0,2,1,2,5,Typ,0,0,Detchd,2005,1,2,484,3,3,2,106,0,0,0,0,0,0,No Fance,None,0,5,2010,WD,Normal Sale,105900,1828,7316,0.08450704225352113,0,0,1,7,0.0,2.0,82,0.007042253521126761,0.056338028169014086,144.0,2,242.0,1452,1872,4320,5760,1872,1452
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,60,8400,Paved,Not Alley Access,Regular,Banked,All public Utilities,Inside,Gentle,SWISU,Norm,Norm,Single-family Detached,1.5Fin,6,5,1940,2000,Gable,Two-family Conversion,Wood Siding,Metal Siding,NA,0,2,2,Cinder Block,3,3,1,Low Quality,388,Unfinshed,0,552,940,GasA,4,1,SBrkr,1192,403,0,1595,0,0,1,0,2,1,2,6,Typ,2,4,Attchd,1940,1,1,240,3,3,2,0,0,108,0,0,0,0,No Fance,None,0,6,2006,WD,Normal Sale,140000,2775,6968,0.18988095238095237,108,1,1,6,0.0012539184952978057,2.0,66,0.007142857142857143,0.03571428571428571,265.8333333333333,3,240.0,720,2820,9570,7975,2820,720
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,105,11249,Paved,Not Alley Access,Moderately Irregular,Near Flat/Level,All public Utilities,Inside,Gentle,CollgCr,Norm,Norm,Single-family Detached,1Story,6,5,1995,1995,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,3,Poured Contrete,4,4,1,Average Living Quarters,334,Below Average Living Quarters,544,322,1200,GasA,4,1,SBrkr,1200,0,0,1200,1,0,2,0,3,1,3,6,Typ,0,0,Attchd,1995,2,2,521,3,3,2,0,26,0,0,0,0,0,No Fance,None,0,8,2007,WD,Normal Sale,177500,2921,9528,0.10667614899102143,26,0,0,12,0.0,1.5,12,0.009334163036714374,0.04667081518357187,200.0,2,260.5,1563,4800,7200,6000,4800,1563
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,9248,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,Norm,Norm,Single-family Detached,1Story,6,6,1992,1992,Gable,Two-family Conversion,Hard Board,Hard Board,Brick Face,106,2,2,Poured Contrete,4,3,1,Good Living Quarters,560,Unfinshed,0,598,1158,GasA,3,1,SBrkr,1167,0,0,1167,1,0,2,0,3,1,3,6,Typ,0,0,Attchd,1992,2,2,400,3,3,2,120,26,0,0,0,0,0,No Fance,None,0,7,2009,WD,Normal Sale,173000,2725,7681,0.126189446366782,26,0,0,17,0.0,1.5,17,0.0,0.0,194.5,2,200.0,1200,4632,7002,7002,3474,1200
